"Date","Actual","Synthetic"
2018-01-03,0.0063784332439365,0.00648183043776763
2018-01-04,0.0040205428553266,0.00270712206342217
2018-01-05,0.0070091458885857,0.00730754588273284
2018-01-08,0.0016609637672973,0.00205194556798639
2018-01-09,0.00130208351729788,0.00143507560484547
2018-01-10,-0.00111284581152038,-0.00088351249442711
2018-01-11,0.00700902576888129,0.00748928909390921
2018-01-12,0.00672692639909478,0.00603038123879841
2018-01-16,-0.00353071326160315,-0.00306203556504291
2018-01-17,0.00937100620650266,0.00829224631509421
2018-01-18,-0.00161769749747354,-0.0013497371467552
2018-01-19,0.00437564798698986,0.00540997141733218
2018-01-22,0.00803436438221361,0.00731290266846684
2018-01-23,0.00217200496822212,0.00643824231932975
2018-01-24,-0.000560132547231973,-0.00535443346930281
2018-01-25,0.000602439398832644,-0.00110230304615943
2018-01-26,0.0117716381060839,0.0104501996230684
2018-01-29,-0.00675473628486234,-0.00481141984034222
2018-01-30,-0.0109586428053374,-0.00982046866298682
2018-01-31,0.000488865858694787,0.000135441784740563
2018-02-01,-0.000648298352023069,-0.0016451217791276
2018-02-02,-0.0214366805166994,-0.0181396689958677
2018-02-05,-0.0418425409383811,-0.0356747962367262
2018-02-06,0.0172905733489372,0.00989678989234703
2018-02-07,-0.00501413822375252,-0.00492706610834394
2018-02-08,-0.0382590522458015,-0.0326396379503145
2018-02-09,0.0148256451995241,0.00787466136774494
2018-02-12,0.013818665678186,0.0129120330078223
2018-02-13,0.00260952198027731,0.00373087423073312
2018-02-14,0.013313439808897,0.0156513355282157
2018-02-15,0.0119968617767761,0.0141141540081463
2018-02-16,0.000373399649920891,0.000779046281491173
2018-02-20,-0.00585851710683727,-0.0031854691927602
2018-02-21,-0.00551166448331042,-0.000741874268458829
2018-02-22,0.000973077485578067,-0.00171336451420508
2018-02-23,0.0159012782451207,0.0145321255964958
2018-02-26,0.0116884386206273,0.0109250131201082
2018-02-27,-0.0127883114414669,-0.0102237175142135
2018-02-28,-0.0111578060836566,-0.00984303423045721
2018-03-01,-0.013413965854876,-0.0113550139753482
2018-03-02,0.00505878548519867,0.00490559348643144
2018-03-05,0.0109716176105259,0.00749985969328392
2018-03-06,0.00263538293199694,0.00677073586572034
2018-03-07,-0.000483991825716679,0.00163101477226385
2018-03-08,0.00445314820888498,0.00441679287399503
2018-03-09,0.0172295467412074,0.0155447126100696
2018-03-12,-0.00127479733799785,0.00363033235947071
2018-03-13,-0.00638391041431507,-0.00809932327488651
2018-03-14,-0.00574096982518846,-0.00345231519058983
2018-03-15,-0.000782236399096803,-0.000919684035392809
2018-03-16,0.00170199794723214,0.000657360800031448
2018-03-19,-0.0143060405413742,-0.015801446552728
2018-03-20,0.00148070866171945,0.00220923406282248
2018-03-21,-0.00184569212562913,-0.00153199424119174
2018-03-22,-0.0254848869728548,-0.0219010645995455
2018-03-23,-0.0211898073117505,-0.0235586822505094
2018-03-26,0.0267950407060349,0.0258537863289045
2018-03-27,-0.0174272856453213,-0.0194137339598732
2018-03-28,-0.00292091889946278,-0.00711094511516259
2018-03-29,0.0136757774938436,0.0130588097401249
2018-04-02,-0.0225906823434965,-0.0221068357243288
2018-04-03,0.0125359613157414,0.00905777085171508
2018-04-04,0.0115001023464467,0.0103871117131548
2018-04-05,0.00683942140165161,0.00688031032502182
2018-04-06,-0.0221640670570658,-0.0187463528130184
2018-04-09,0.0033309949675937,0.0045388571254942
2018-04-10,0.0165885989963135,0.0183535557965035
2018-04-11,-0.00554068577246092,-0.00315245655255658
2018-04-12,0.00821689869765674,0.00811279928180333
2018-04-13,-0.00289079982670692,-0.00365458365433325
2018-04-16,0.0080763368015635,0.00487126573948339
2018-04-17,0.0106050716138668,0.0128079663692573
2018-04-18,0.000831020407552785,0.00324438796024588
2018-04-19,-0.00574258179583254,-0.00507679860545836
